ID	Content
192	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga yang sedang terpuruk, dan akhirnya menjadi pengemis jalanan. Suatu hari, kepalanya dicambuk oleh seorang bangsawan yang lewat di atas kuda sambil mengemis, [NAME] terbunuh di tempat dan memasuki kembali siklus reinkarnasi.
193	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga yang sangat kaya. Namun karena kecanduan judi, [NAME] akhirnya menjadi pengemis dan mati kelaparan di jalanan, sehingga memasuki kembali siklus reinkarnasi.
194	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi putra seorang jenderal. Namun, sang jenderal dijebak oleh musuh politik dan dituduh sebagai pemberontak. Bersalah karena asosiasi, [NAME] dieksekusi bersama seluruh keluarga, memasuki kembali siklus reinkarnasi.
195	[NAME] sangat tidak beruntung dalam reinkarnasi baru ini, gagal mencapai apa pun, apa pun yang dilakukannya. Tidak dapat menanggung kemalangan seperti itu, [NAME] bunuh diri di sungai, memasuki kembali siklus reinkarnasi.
196	Dalam kehidupan baru ini, [NAME] bereinkarnasi ke desa terpencil, menjalani seluruh hidup dengan aman dan sehat dalam kebahagiaan sederhana.
197	Akhirnya kehilangan semua emosi manusia, [NAME] menjadi makhluk ilahi dan melampaui dunia fana.
198	Mengindahkan doa para pengikut, [NAME] menciptakan ruang di tengah Kekacauan dan menempatkan Alam Ilahi mereka di sana. Mandiri dan bebas dari bencana, kerajaan yang terisolasi ini tidak lagi berkomunikasi dengan dunia luar dan menikmati kedamaian dan harmoni abadi mereka sendiri.
199	Saat Kaisar Iblis Fu Pikong membuka Alam Semesta dengan perintah ilahi Penguasa Timur dari Kitab Dekrit Surgawi, dunia para kultivator telah mengalami perubahan yang luar biasa. Ditarik oleh keyakinan surga di Alam Semesta Tanpa Batas, aturan-aturan yang dilanggar di dunia ini mulai hancur dan kembali ke alam semesta lama. Dengan demikian, semua petani mulai melakukan kemunduran ke negara bagian sebelumnya, terutama negara bagian yang memiliki kekuatan lebih besar. Kekacauan merajalela di antara jiwa-jiwa yang ketakutan.
200	Saat Kaisar Iblis Fu Pikong membuka Alam Semesta dengan perintah ilahi Penguasa Timur dari Kitab Dekrit Surgawi, dunia para kultivator telah mengalami perubahan yang luar biasa. Ditarik oleh keyakinan surga di Alam Semesta Tanpa Batas, aturan-aturan yang dilanggar di dunia ini mulai hancur dan kembali ke alam semesta lama. Dengan demikian, semua petani mulai melakukan kemunduran ke negara bagian sebelumnya, terutama negara bagian yang memiliki kekuatan lebih besar. Kekacauan merajalela di antara jiwa-jiwa yang ketakutan.
201	Saat Kaisar Iblis Fu Pikong membuka Alam Semesta dengan perintah ilahi Penguasa Timur dari Kitab Dekrit Surgawi, dunia para kultivator telah mengalami perubahan yang luar biasa. Ditarik oleh keyakinan surga di Alam Semesta Tanpa Batas, aturan-aturan yang dilanggar di dunia ini mulai hancur dan kembali ke alam semesta lama. Dengan demikian, semua petani mulai melakukan kemunduran ke negara bagian sebelumnya, terutama negara bagian yang memiliki kekuatan lebih besar. Kekacauan merajalela di antara jiwa-jiwa yang ketakutan.
202	Saat Kaisar Iblis Fu Pikong membuka Alam Semesta dengan perintah ilahi Penguasa Timur dari Kitab Dekrit Surgawi, dunia para kultivator telah mengalami perubahan yang luar biasa. Ditarik oleh keyakinan surga di Alam Semesta Tanpa Batas, aturan-aturan yang dilanggar di dunia ini mulai hancur dan kembali ke alam semesta lama. Dengan demikian, semua petani mulai melakukan kemunduran ke negara bagian sebelumnya, terutama negara bagian yang memiliki kekuatan lebih besar. Kekacauan merajalela di antara jiwa-jiwa yang ketakutan.
203	Meskipun mendapat pencerahan dari para tetua sekte, [NAME] masih tidak bisa menahan keinginan untuk mencari keabadian. Setelah kehidupan yang tenang di dunia manusia, [NAME] memutuskan untuk kembali ke Central Plains. Dunia para kultivator telah mengalami kekacauan di mana hampir mustahil bagi manusia untuk bertahan hidup. [NAME] ditakdirkan untuk menjalani ujian: Saat menjelajah jauh di pegunungan, [NAME] terjebak dalam baku tembak pertempuran abadi dan terbunuh tanpa meninggalkan sisa apa pun.
204	Dicerahkan oleh para tetua di sekte tersebut, dan karena alasan tertentu, [NAME] memahami bahaya di dunia kultivator, jadi [IT] melepaskan impian keabadian. Dengan seluruh pengalamannya sebagai seorang kultivator, [IT] menjalani kehidupan yang memuaskan di negara manusia yang jauh dari Dataran Tengah. Keabadian sudah tidak ada lagi, tapi kehidupan yang terhormat dan kematian yang damai mungkin sudah cukup.
205	Meskipun mendapat pencerahan dari para tetua sekte, [NAME] masih tidak bisa menahan keinginan untuk mencari keabadian.  Setelah kehidupan yang tenang di dunia manusia, [NAME] memutuskan untuk kembali ke Central Plains. Pertempuran terus-menerus terjadi di dunia para pembudidaya, ketika makhluk abadi menumpahkan sungai darah. Namun, diberkati oleh langit dan bumi, [NAME] bertahan dalam kekacauan dan menemukan kesempatan untuk memulai kultivasi sejati. [NAME] menemukan seorang teman lama dan mengetahui penyebab kekacauan tersebut. Bertekad, [NAME] melangkah ke jalan menuju Tempat Kehancuran, berharap untuk kembali ke Alam Semesta Tanpa Batas. Meskipun harus meninggalkan semua kekuatan, [NAME] berdiri di hadapan jalan baru menuju keabadian.
206	[NAME] segera memutuskan untuk mengikuti murid senior itu ke jalan menuju Tempat Kehancuran, berharap untuk kembali ke Alam Semesta Tanpa Batas. Meskipun harus meninggalkan semua kekuatan, [NAME] berdiri di hadapan jalan baru menuju keabadian.
207	[NAME] tidak sanggup kehilangan semua kemajuan budidaya yang diperoleh dengan susah payah dan memutuskan untuk tetap tinggal bersama beberapa tetua di sekte tersebut. Setelah kekacauan melanda dunia, [NAME] dengan bijak memilih tempat terpencil, mengumpulkan kekayaan besar dengan pengalaman kultivasi dan menjalani kehidupan yang memuaskan meskipun kehilangan semua kekuatan.
208	[NAME] tidak sanggup kehilangan semua kemajuan budidaya yang diperoleh dengan susah payah dan memutuskan untuk tetap tinggal bersama beberapa tetua di sekte tersebut. Tapi bagaimana Anda bisa bertahan hidup ketika seluruh dunia hancur? Setelah kekacauan terjadi, [NAME] akhirnya meninggal dunia dalam kesengsaraan terakhir ini.
209	"[NAME] selalu merasa sulit untuk berkultivasi, dan ketika dihadapkan pada pilihan awal yang baru, [IT] tidak dapat menahan diri untuk berpikir: ""Apakah saya dapat memulai kultivasi saya jika memulai dari awal? Betapa berbahayanya dunia baru ini?"" Setelah merenung, [NAME] memutuskan untuk hidup di saat ini sebelum kehilangan semua kekuatannya.\n Setelah kekacauan melanda dunia, semua pembudidaya berkumpul di Dataran Tengah untuk penyelidikan. [NAME] mengambil kesempatan untuk menjauh dan mendirikan istana abadi di dekat perbatasan, memerintah ribuan manusia. Namun setelah beberapa dekade, [NAME] mulai kehilangan kekuasaan seiring dengan hancurnya keyakinan surga, dan akhirnya dibunuh oleh pemberontak di negara tersebut."
210	[NAME] selalu menyesali beberapa pilihan [ITS] dalam berkultivasi, tetapi ketika dihadapkan dengan musuh berbahaya dan tanggung jawab terhadap sekte tersebut, [IT] tidak dapat memutuskan untuk memulai dari awal. Kini [NAME] merasa ada beban yang terangkat karena semuanya ditentukan oleh takdir. [NAME] menjadi salah satu pionir yang memasuki jalur tersebut. Meskipun harus meninggalkan semua kekuatan, [NAME] berdiri di hadapan jalan baru menuju keabadian.
211	[NAME] membenci perselisihan dan hanya menginginkan kehidupan budidaya yang tenang. Meskipun Alam Semesta Tanpa Batas adalah dunia yang tidak dikenal, [NAME] tidak bisa berpikir untuk tetap tinggal dan menunggu datangnya kekacauan yang ditakdirkan.\n Setelah ragu-ragu, [NAME] memilih untuk melangkah ke jalan menuju Tempat Kehancuran dan memulai dari awal. Meskipun harus meninggalkan semua kekuatan, [NAME] berdiri di hadapan jalan baru menuju keabadian.
212	Mengetahui kekacauan yang akan terjadi, [NAME] ingin pergi ke dunia baru terlebih dahulu, namun memutuskan untuk tinggal sebentar dan mengurus keluarga terlebih dahulu.\n Setelah kekacauan melanda Dataran Tengah, kehadiran [NAME] gagal membawa perdamaian, namun menarik musuh kuat yang melenyapkan keluarga [NAME]. Akhirnya, [NAME] meninggal dunia saat membalas dendam.
213	[NAME] meramalkan kekacauan yang akan terjadi dan tidak tega meninggalkan semua orang. Dengan bantuan dari beberapa rekan murid, [NAME] membentuk kelompok yang melindungi kultivator tingkat rendah.\n Meskipun [NAME] meninggal segera setelah kekacauan dimulai, dunia perlahan kembali damai ketika orang-orang kehilangan kekuatan mereka. Banyak kultivator yang pernah dilindungi oleh kelompok tersebut menemukan reinkarnasi [NAME] dan melindunginya melalui hari-hari terakhir integrasi dunia dan membimbing [NAME] ke jalan keabadian yang baru.
214	[NAME] meramalkan kekacauan yang akan terjadi dan memahami risiko jika tetap tertinggal. Namun ini juga merupakan peluang yang belum pernah terjadi sebelumnya. Saat pertempuran pertama kali dimulai, [NAME] mengumpulkan sejumlah besar harta langka dan menyegelnya di tempat terpencil. [NAME] tahu bahwa jika semuanya berjalan dengan baik dan [IT] dapat menemukan harta karun ini ketika kedua alam terintegrasi, sumber daya tersebut akan menjadi dorongan besar bagi [ITS] memulai kembali budidaya.\n Dengan harapan seperti itu, [NAME] kembali ke Alam Semesta Tanpa Batas melalui perjalanan untuk awal yang baru.
215	[NAME] meramalkan kekacauan yang akan terjadi dan memahami risiko jika tetap tertinggal. Namun ini juga merupakan peluang yang belum pernah terjadi sebelumnya. Saat pertempuran pertama kali dimulai, [NAME] mengumpulkan sejumlah besar harta langka dan menyegelnya di tempat terpencil. Namun [NAME] terbawa dalam proses tersebut dan akhirnya terbunuh dalam perburuan harta karun. Semua [ITS] perencanaan yang cermat menjadi batu loncatan bagi orang lain.
216	[NAME] tahu bahwa seseorang mungkin akan kehilangan segalanya jika mencoba memiliki semuanya, jadi [NAME] memutuskan untuk meninggalkan tubuh abadi dan secara paksa bereinkarnasi ke dalam rahim seorang wanita lajang di kota perbatasan. Dan kekacauan benar-benar tidak mempengaruhi [ITS] kampung halaman baru. [NAME] tumbuh dengan baik dan kembali ke Alam Semesta Tanpa Batas setelah kekacauan. Meskipun fondasi kultivasi [ITS] telah hilang, semua latihan dan kenangan pencerahan masih tetap ada. Dengan bantuan pengetahuan lama, [NAME] memulai jalan baru menuju keabadian. Namun jalan yang dilalui penuh dengan bahaya dan cobaan, dan masa depan belum ditentukan.
217	[NAME] mencoba membangun tubuh fana dengan tubuh abadi sebagai dasarnya, yang seharusnya menjadi fondasi terkuat bagi [ITS] untuk memulai kembali budidaya di masa depan. Namun kehancuran surga lebih cepat dari yang diperkirakan. [NAME] gagal dalam eksperimen tepat sebelum tubuh dibangun, kehilangan semua kekuatan abadi dan dipaksa masuk ke dalam reinkarnasi.\n Meskipun fondasi [ITS] masih utuh, [NAME] yang bereinkarnasi kehilangan semua kenangan lama. Masih belum diputuskan apakah [NAME] dapat menjadi seorang kultivator lagi dan mendapatkan kembali ilmu dari kehidupan sebelumnya.
218	[NAME] mencoba membangun tubuh fana dengan tubuh abadi sebagai dasarnya, yang seharusnya menjadi fondasi terkuat bagi [ITS] untuk memulai kembali budidaya di masa depan. Namun kehancuran surga lebih cepat dari yang diperkirakan. [NAME] harus menghentikan prosesnya, secara paksa turun ke produk yang belum selesai dan kembali ke Alam Semesta Tanpa Batas.\n Tubuh yang belum selesai dinonaktifkan, tetapi dengan landasan keabadian sejati dan kenangan lama, [NAME] dapat merasakan kekuatan yang jauh melebihi kultivator lainnya. Namun masa depan masih belum diputuskan.
219	Tepat sebelum dunia kultivator mengalami kekacauan, sekte tersebut mengusir murid luar termasuk [NAME]. Pengakuan iman surga akan diubah sepenuhnya, tetapi bagi makhluk fana, semuanya akan selesai tanpa mereka sadari. Jadi, Anda menyebutkan bahaya yang mengancam di masa depan dan meminta mereka menjauh dari dunia kultivator dan menyelamatkan diri terlebih dahulu.
220	Tepat sebelum dunia kultivator mengalami kekacauan, para murid termasuk [NAME] tercengang ketika diberitahu kebenarannya oleh para tetua. Beberapa tetua bersedia untuk kembali ke Alam Semesta Tanpa Batas dan keluar melalui jalur di Alam Semesta Mini. Tapi karena berbagai alasan, yang lain akan tetap tinggal untuk saat ini. Dan para murid termasuk [NAME] dapat memilih satu sisi untuk diikuti.
221	Tepat sebelum dunia kultivator mengalami kekacauan, para tetua termasuk [NAME] berkumpul untuk mendiskusikan masa depan. Alam ini pasti akan menyatu dengan Alam Semesta Tanpa Batas, namun prosesnya akan memakan waktu lebih dari seratus tahun. Dan semua kekuatan itu tidak akan hilang seketika. Oleh karena itu, kecuali beberapa dari mereka yang berencana untuk pergi, banyak orang tua yang memutuskan untuk tetap tinggal demi mengurus keluarga atau mencari peluang baru dalam kekacauan tersebut.
222	Tepat sebelum dunia para kultivator jatuh ke dalam kekacauan, banyak makhluk abadi terbesar merasakan disintegrasi surga karena suatu alasan. Dalam menghadapi perubahan yang luar biasa, masing-masing makhluk abadi mengambil tindakan yang berbeda: Beberapa berusaha untuk memperbaiki keyakinan surga, sementara beberapa lagi duduk dan menonton. Namun bagi orang-orang termasuk [NAME] yang mengetahui kebenarannya, hanya ada satu jalan keluar: menyerahkan kekuatan abadi mereka sekarang. Alam ini akan menyatu dengan Alam Semesta Tanpa Batas dalam seratus tahun. Jika mereka tidak secara sukarela menyerahkan kekuatan mereka sesegera mungkin, pada saat surga runtuh, mereka akan bereinkarnasi secara paksa dan bahkan kehilangan ingatan lama mereka.
223	Seorang kultivator biasa yang hanya mendapat sedikit bantuan dari murid Taiyi lebih dari seratus tahun yang lalu. Setelah mendengar berita penghancuran sekte Taiyi, dia bergegas ke tempat itu, berharap dapat melindungi sedikit dari mereka.\nMeskipun dia tidak memiliki kekayaan besar atau akar yang kuat, dia tetap berdiri sesuai dengan hati aslinya dalam menghadapi penggantungan bersama berbagai sekte. Mungkin, sebab dan akibat dari dunia kultivasi tidak terletak pada raksasa kebaikan dan kejahatan, atau pada kekuatan kuno. Sebaliknya, ia dikelola oleh ribuan orang biasa yang mengikuti makna hati, seperti halnya para penggarap misterius.
224	Saat ini, dunia Semesta telah terbuka, dan kedua alam tersebut bergabung. Kebajikan besar dalam membalikkan dunia ini hanya disebabkan oleh dampak lanjutan dari sekte Taiyi. Di masa lalu, kultivator misterius adalah kuncinya, jadi dia mendapatkan pahala dan kebajikan. Dalam cerita berikut, kultivator misterius yang telah memperoleh pahala dan kebajikan pasti akan memulai negeri dongeng baru di dunia terbuka.
