ID	Name	Desc
594	Kepala Brigadir	__NAMA__ adalah pemimpin sebuah benteng yang dikuasai oleh para perampok yang mencari nafkah dengan menyerang karavan. \nMeskipun [NAME] terlibat dalam bisnis perampokan, tapi yang ini berprinsip...jika mereka tidak melawan, tidak ada yang terluka.
595	Dokter Ajaib	[NAME] adalah seorang dokter terkenal yang keahliannya melegenda. Namun suatu saat setelah memperlakukan seorang bangsawan, [NAME] dibalas kebaikan [ITS] dengan permusuhan. \nHal ini menyebabkan perubahan besar dalam watak [ITS] sehingga orang ini mulai menggunakan keterampilan medis [ITS] untuk mengambil nyawa. [NAME] memulai dengan membalas budi bangsawan itu dengan membunuh dia dan 99 anggota keluarganya.
596	Korban Bencana	Bencana menimpa kampung halaman [NAME] dan hanya orang ini yang selamat. Qi yang memasuki tubuh [ITS] sebagai akibat dari musibah menyebabkan [ENHIM] sakit, namun [NAME] juga memiliki perasaan Qi yang luar biasa.
597	Keluarga terdekat	Tanah air [NAME] dihancurkan oleh Sekte Jahat. __NAMA__ ditinggalkan tanpa sanak saudara, namun ditinggalkan dengan benih kebencian yang terpendam di hati [ITS]. [NAME] bertekad membalas dendam dan tidak membuang waktu untuk hal-hal sepele.
598	Korban Gelombang Dingin	[NAME] pernah mengalami gelombang dingin yang luar biasa. Gelombang ini berlangsung selama berbulan-bulan dan [NAME] menderita kedinginan dan kelaparan, sehingga makanan menjadi obsesi utamanya.
599	Korban Wabah	[NAME] mengalami wabah serangga: Semua makanan dan hewan dikonsumsi hanya manusia yang berhasil melewatinya dengan bersembunyi di lubang di tanah. Untuk bertahan hidup selama sepuluh hari wabah, setiap orang tidak punya pilihan selain memakan serangga itu sendiri. Pengalaman luar biasa ini melukai [NAME], memberikan [ENHIM] mimpi buruk.
600	Terbakar	[NAME] adalah seorang pyromaniac sejak usia muda. Suatu saat ketika bermain api malah menimbulkan kebakaran yang cukup besar. [IT] akhirnya selamat dari amukan api, namun mengalami luka bakar di sekujur tubuhnya.
601	Korban Kebakaran	Rumah [NAME] terbakar menjadi abu, meninggalkan [ENHIM] dengan kenangan yang menakutkan. Itu juga membuat [ENHIM] lebih kuat karenanya, tapi sampai hari ini, ketika [NAME] melihat api, seolah-olah semua akal sehatnya hilang.
602	Seperti disambar petir	[NAME] pernah tersambar petir dan tidak dapat berjalan normal lagi setelahnya. Pikiran [NAME] menjadi sangat jernih sejak saat itu dan membuat belajar menjadi sangat mudah.
603	Korban Racun Aneh	[NAME] memetik dan memakan tanaman yang salah ketika masih kecil dan menyebabkan [ENHIM] keracunan. Racun aneh ini membuat tubuh [ITS] melemah, tetapi juga membuat [ENHIM] sangat peka.
604	Buta	[NAME] pernah mengalami kecelakaan yang menyebabkan [ENHIM] buta pada kedua matanya, namun hal ini juga membangkitkan rasa haus [ITS] untuk berjuang. Selama beberapa tahun berikutnya, [NAME] menorehkan prestasi luar biasa dalam seni [ITS], menjadi seniman berbakat, meski buta.
605	Penjaga Cacing	[NAME] memiliki cacing yang ditanamkan ke dalam [ENHIM] oleh biksu jahat sehingga yang satu ini dapat berfungsi sebagai wadah untuk cacing tersebut. Meskipun para biksu jahat kemudian dimusnahkan dan [NAME] diselamatkan, pengalaman mengerikan ini merupakan luka yang tidak dapat dilupakan.
606	Mimpi Abadi	Seorang Abadi pernah muncul dalam mimpi [NAME] untuk meneruskan pengetahuan Latihan kepada [ENHIM] dan dia meninggalkan beberapa koordinat misterius yang terukir di pikiran [ITS].
607	Bisnis yang Harus Dihadiri	Apa pun alasannya, kenangan akan terlintas di benak [NAME] dari waktu ke waktu. Hal ini sangat mengganggu studi dan kehidupan [ITS].
608	Pertemuan yang Tak Disengaja	[NAME] pernah mengkonsumsi akar berumur seribu tahun yang membuat [ENHIM] terasa tangguh, mengubah tubuh [ITS] menjadi kuat dan memberikan anugerah Latihan yang luar biasa.
609	Korban Serigala	[NAME] selamat dari serangan serigala di utara dan mampu menyelamatkan sesama prajurit dan anggota keluarga dalam serangan tersebut. Melarikan diri dari seribu serigala lapar harus dianggap sebagai suatu keberuntungan. Namun hal ini juga membuat [ENHIM] merasa sisa hidup [ITS] penuh penyesalan dan tersiksa karenanya.
610	Lu Cendekiawan	[NAME] adalah seorang sarjana dari negara bagian Lu. __NAMA__ sangat mengetahui banyak hal, tetapi tidak mengetahui urusan duniawi. Saat melewati kota kecil di selatan, [NAME] dikeluarkan dari dokumen dan dipaksa melakukan pekerjaan berat. Setelah beberapa tahun, hal ini menimbulkan dampak yang serius pada tubuh [ITS]. Pada akhirnya [NAME] memikirkan cara untuk melarikan diri agar dia bisa terus belajar.
100000	Kepemilikan Dewa Yin	[NAME] menggunakan dewa Yin untuk mencuri tubuh seseorang dan merusak jiwa [ITS] dalam prosesnya.
100001	Kepemilikan Lebih Besar	[NAME] menggunakan dewa Yang untuk mencuri tubuh seseorang.
100002	Bereinkarnasi	Jiwa [NAME] datang dari dunia yang jauh dan beruntung bisa memanggilnya ke dunia ini. Meski kematian dan reinkarnasi menghapus ingatan, namun keberuntungan cenderung menyebabkan Anda menjalani Hukum serupa di kehidupan selanjutnya. \nKetika [NAME] terkekang oleh takdir, orang ini juga menerima hadiah, betapapun sulitnya hal itu.
100003	Bereinkarnasi	Jiwa [NAME] datang dari dunia yang jauh dan beruntung bisa memanggilnya ke dunia ini. Meski kematian dan reinkarnasi menghapus ingatan, namun keberuntungan cenderung menyebabkan Anda menjalani Hukum serupa di kehidupan selanjutnya. \nKetika [NAME] terkekang oleh takdir, orang ini juga menerima hadiah, betapapun sulitnya hal itu.
100004	Bereinkarnasi	Jiwa [NAME] datang dari dunia yang jauh dan beruntung bisa memanggilnya ke dunia ini. Meski kematian dan reinkarnasi menghapus ingatan, namun keberuntungan cenderung menyebabkan Anda menjalani Hukum serupa di kehidupan selanjutnya. \nKetika [NAME] terkekang oleh takdir, orang ini juga menerima hadiah, betapapun sulitnya hal itu.
100005	Bereinkarnasi	Jiwa [NAME] datang dari dunia yang jauh dan beruntung bisa memanggilnya ke dunia ini. Meski kematian dan reinkarnasi menghapus ingatan, namun keberuntungan cenderung menyebabkan Anda menjalani Hukum serupa di kehidupan selanjutnya. \nKetika [NAME] terkekang oleh takdir, orang ini juga menerima hadiah, betapapun sulitnya hal itu.
100006	Bereinkarnasi	Jiwa [NAME] datang dari dunia yang jauh dan beruntung bisa memanggilnya ke dunia ini. Meski kematian dan reinkarnasi menghapus ingatan, namun keberuntungan cenderung menyebabkan Anda menjalani Hukum serupa di kehidupan selanjutnya. \nKetika [NAME] terkekang oleh takdir, orang ini juga menerima hadiah, betapapun sulitnya hal itu.
100007	Perjanjian Abadi	[NAME] adalah seorang kultivator yang bereinkarnasi yang mengalami banyak bencana menimpa [ENHIM] di kehidupan sebelumnya karena Pengakuan Iman Surga. Meski merupakan bagian dari siklus reinkarnasi, namun sebenarnya telah terukir pada Roh Primordial [ITS] oleh seorang Abadi berabad-abad yang lalu. \nDi bawah panduan perjanjian ini, [NAME] pada akhirnya akan memiliki Takdir Abadi. Cerita apa yang menunggu [ENHIM]? Hanya waktu yang akan menjawabnya.
100008	Perjanjian Abadi	[NAME] adalah seorang kultivator yang bereinkarnasi yang mengalami banyak bencana menimpa [ENHIM] di kehidupan sebelumnya karena Pengakuan Iman Surga. Meski merupakan bagian dari siklus reinkarnasi, namun sebenarnya telah terukir pada Roh Primordial [ITS] oleh seorang Abadi berabad-abad yang lalu. \nDi bawah panduan perjanjian ini, [NAME] pada akhirnya akan memiliki Takdir Abadi. Cerita apa yang menunggu [ENHIM]? Hanya waktu yang akan menjawabnya.
100009	Perjanjian Abadi	[NAME] adalah seorang kultivator yang bereinkarnasi yang mengalami banyak bencana menimpa [ENHIM] di kehidupan sebelumnya karena Pengakuan Iman Surga. Meski merupakan bagian dari siklus reinkarnasi, namun sebenarnya telah terukir pada Roh Primordial [ITS] oleh seorang Abadi berabad-abad yang lalu. \nDi bawah panduan perjanjian ini, [NAME] pada akhirnya akan memiliki Takdir Abadi. Cerita apa yang menunggu [ENHIM]? Hanya waktu yang akan menjawabnya.
200001	Bajingan Kecil	[NAME] adalah segelintir orang yang rakus sejak dia masih kecil. Meski nilainya tidak luar biasa, namun entah kenapa [NAME] selalu bisa lulus meski tidak pernah belajar. \nMeskipun demikian, [NAME] memiliki rasa keadilan yang luar biasa. Nenek yang membesarkan [ENHIM] menanamkan nilai ini.
200002	Kepala Polisi	Istana membentuk tim patroli rahasia untuk membantu mengungkap penyebab berbagai pembunuhan. Setiap tim terdiri dari beberapa anggota elit. [NAME] terpilih untuk memimpin tim kedua berkat bakat-bakat [ITS] yang mengesankan. [NAME] sangat disukai, dihormati dan didukung oleh anggota tim [ITS]. (Atau begitulah yang dipikirkan [NAME])
200003	Bayi berkepala besar	Keluarga [NAME] memainkan permainan untuk mendapatkan nama ini. [NAME] terlahir dengan kepala besar, namun dengan wajah penuh kerutan, orang-orang yang melihat bayi tersebut mau tidak mau membandingkannya dengan buah prem yang layu. Sendi-sendi __NAMA__ kaku, kepala [ITS] tidak terkulai sedikit pun, dan lutut [ITS] tidak tertekuk. Semua orang menganggapnya sebagai pertanda buruk dan menjaga jarak. \nYang mengejutkan, anak tersebut ternyata memiliki pendengaran dan penglihatan yang baik serta mampu mulai berbicara seratus hari setelah lahir. Pada usia sembilan tahun, [NAME] sudah bisa menulis esai dan membacanya juga. Orang-orang menganggapnya mencengangkan.
200004	Eksentrik yang Elegan	[NAME] mengambil cara-cara hedonistik sebagai orang dewasa. [NAME] adalah seorang ahli catur dan tidak dapat menemukan lawan yang layak untuk mendapatkan waktu [ITS]. [NAME] senang bepergian keliling dunia, namun tidak memiliki siapa pun yang bisa melakukannya bersama [ENHIM]. Ke mana pun dia pergi, penduduk setempat menggambarkan [ENHIM] sebagai sosok yang aneh dan bahkan menggambarkan [ENHIM] sebagai zombie berjalan. Maka [NAME] kemudian dikenal sebagai Zombi yang Suka Seru.
200005	Anak yang berperilaku baik	[NAME] lahir dari keluarga yang cukup berkecukupan. [NAME] terlahir dengan kemampuan yang aneh. Anak tersebut senang membela diri dari ketidakadilan dan bercita-cita mendapatkan cukup uang untuk membeli rumah besar bagi orang tuanya. Suatu ketika seorang penganut Tao lewat dan berkata bahwa [NAME] terlambat berkembang.
200006	Penggugat kembali	Ketika [NAME] mencapai usia dewasa dan menyadari bahwa hartanya tidak cukup untuk membeli rumah, ia menyerah pada mimpinya dan memutuskan untuk merebut kembali tanah. [NAME] senang menemukan barang-barang langka dan tidak berharga serta berbohong kepada orang tua [ITS] tentang nilainya. [NAME] membentuk aliansi dengan penggugat kembali lainnya dan mereka menjalankan Hukum ini bersama-sama.
200007	Anak Kaya	[NAME] adalah putra tertua bangsawan asing dan [NAME] menjadi angkuh karena kekayaan keluarga [ITS]. [NAME] menerima pendidikan yang baik dan menunjukkan bakat di bidang seni dan arsitektur.
200008	Treeman Asing	[NAME] pernah belajar tentang arsitektur timur saat ngobrol santai dan menjadi tertarik karena minat [ITS] yang kuat terhadap arsitektur. Dengan bantuan keluarga [ITS], [NAME] datang ke Dataran Tengah untuk mempelajari sambungan tanggam dan duri.
200009	Pemimpin Anak	Sejak usia muda, terlihat jelas bahwa [NAME] sangat berbakat, namun dia tidak menggunakan kekerasan untuk menindas orang lain. [NAME] memiliki rasa keadilan dan kepercayaan terhadap orang lain dan menjadi pemimpin anak-anak di daerahnya.
200010	Penjaga Karavan	Mengandalkan kecakapan bela diri, [NAME] menjadi penjaga rumah di dekatnya dan diterima dalam asosiasi penjaga. Meskipun [NAME] tidak menerima banyak pengakuan, namun yang satu ini terus berlatih dan bercita-cita untuk naik pangkat di asosiasi.
200011	Gadis Petani	__NAMA__ tinggal di pedesaan bersama nenek [ITS], karena orang tua [ITS] berbisnis dalam waktu lama di luar daerah. [NAME] selalu mempunyai ketertarikan yang besar terhadap alam.
200012	Ahli Pertanian	Nenek [NAME] mengajari anak itu segala hal tentang bertani dan beternak. \nBerkat pemahaman mendalam tentang hewan dan tumbuhan, tidak peduli apakah itu tanaman, ternak, atau unggas, [NAME] selalu menjaga segala sesuatunya sedemikian rupa sehingga memanen pun bukanlah masalah besar.
200013	Ditinggalkan	Ketika [NAME] lahir, terjadi banjir besar yang bertepatan dengan kelahiran anak tersebut. [NAME] membuat penduduk desa lainnya berpikir bahwa anak itu tidak membawa keberuntungan, sehingga ayah [ITS] mengambil [ENHIM] dan meninggalkan [ENHIM] jauh di dalam pegunungan sebagai akibatnya.
200014	Broker Pasar Gelap	Entah dari mana datangnya semua keberuntungan itu, namun [NAME] entah bagaimana tetap hidup. [NAME] yang lemah menggunakan kecerdikan dan mencari nafkah di pasar gelap dan mulai memahami: Orang-orang, di mana pun mereka tinggal, tetap sibuk demi keuntungan dan kebahagiaan mereka sendiri.
200015	Identitas Tidak Diketahui	[NAME] tidak dapat mengingat kampung halaman [ITS] atau kapan seseorang mulai mengingat apa pun, jadi [NAME] bepergian dengan kereta [ITS] sesuka hati.
200016	Pengusaha Beralkohol	[NAME] suka mengumpulkan barang-barang aneh dan menyimpannya di keranjang [ITS] dan menjualnya kepada orang asing yang beruntung. Hobi [NAME] adalah minum. Pada orang [ITS] [NAME] memiliki sebuah kotak penyimpanan mini yang di dalamnya terdapat alat penghidupan [ITS]: sempoa dan sedikit alkohol.
200017	Putri Tunggal	[NAME] dilahirkan dalam keluarga kaya dan putri ini dicintai oleh seluruh keluarga dan mereka melakukan yang terbaik untuk membesarkan [ENHIM] dengan benar. [NAME] memikul beban berat untuk memenuhi harapan orang tua [ITS] sejak usia muda.
200018	Idola Super	Ketika [NAME] sudah dewasa, ia mencari nafkah di Bentang Laut, namun kehidupannya sulit. Secara kebetulan, [NAME] bergabung dengan rombongan karena frustrasi. [NAME] adalah orang yang introvert dan selalu menunjukkan emosi pesimis, namun meskipun demikian, ia cukup lembut dan ulet. [NAME] jangan pernah membiarkan kesulitan membuat [ENHIM] jatuh dengan mudah. Dengan bantuan mitra, [NAME] membuat nama terkenal di Seascape.
200019	Abaikan sayang	[NAME] ditinggalkan di semak-semak di pinggiran kota ketika masih muda dan secara kebetulan dijemput oleh beberapa perampok makam yang membesarkan [ENHIM]. Bertahun-tahun dikelilingi oleh perampok makam menanamkan kemampuan mencuri yang mengesankan di [ENHIM]. Begitu burung layang-layang kecil belajar cara terbang, segala sesuatunya menghilang dari tempat persembunyian gerombolan perampok makam sepanjang waktu.
200020	Pencuri Kucing	Setelah [NAME] tumbuh dewasa, sulit untuk melacak [ENHIM]. Tapi, [NAME] sangat suka merangkak ke tempat-tempat tinggi. [NAME] dapat dilihat di seluruh kota di atas rumah-rumah dan bahkan kebetulan menemukan sejumlah uang tersembunyi dari waktu ke waktu.
200021	Anak dengan Mimpi	[NAME] memiliki minat terhadap keadilan sejak usia muda. Ketika [NAME] mulai memahami banyak hal, orang ini beruntung bisa berkenalan dengan seorang sesepuh terkenal. Penatua itu tertular oleh keberanian [ITS] dan berjanji untuk menjaga [ENHIM] di sisinya dan mengajar [ENHIM]. Dan dengan begitu, para pemuda telah menginjakkan kaki di atas hukum untuk mencapai impian [ITS].
200022	Polisi Gratis	Setelah [NAME] tumbuh dewasa, dia menjadi seorang polisi seperti yang lebih tua, tetapi setelah beberapa kenyataan yang tidak dapat dihindari, mimpi yang sangat dirasakannya menjadi sebuah khayalan. Hubungan dengan orang yang lebih tua juga terputus. Maka dia menjadi polisi bebas, menggunakan tangannya sendiri untuk melindungi Seascape.
200023	Reinkarnasi Luar	[NAME] jatuh ke bumi dari luar surga. Sayangnya sudut turunnya salah, sehingga misi suci tersebut terlupakan akibat benturan.
200024	Pendongeng Kedai Teh	[NAME] menjadi pendongeng kedai teh saat dewasa. Karya-karya yang ditulisnya ini mendapat pujian dari semua yang mendengarnya. Sayangnya orang tersebut cenderung menunda-nunda, sehingga setiap kali penonton mengeluh, [NAME] selalu membohongi dengan mengatakan segera, segera. Itu sudah cukup untuk membuat orang-orang gelisah.
200025	Penyihir Matematika	[NAME] cerdas sejak kecil dan pandai menghitung angka di kepala [ITS]. [IT] tidak pernah mengikuti konvensi sepele sejak usia muda dan begitu pula dengan seorang jenius yang luar biasa. [NAME] sangat suka bergulat dengan masalah-masalah sulit dan bangga dapat menaklukkannya. Hasilnya [NAME] menjadi terkenal sebagai ahli matematika sejauh bermil-mil.
200026	Permainan Bijaksana	[NAME] adalah anak beruntung yang perlahan-lahan menjadi ahli permainan di ibu kota. Saat [NAME] bermain catur, orang ini akan selalu bersiap menghadapi hari hujan sepanjang permainan atau dia akan melakukan keajaiban dalam situasi berbahaya.
200027	Sky Mender	Terima kasih pemain [color=#D06508]子非鱼[/color] atas semua bantuan Anda selama pengujian game. Dengan mata seperti elang, dia menemukan beberapa bug dalam game dan memberikan kontribusi mengesankan yang membantu meningkatkan game.
200028	Sky Mender	Terima kasih pemain [color=#D06508]周公子[/color] atas semua bantuan Anda selama pengujian game. Dia pernah menjalani beberapa hari tanpa tidur untuk menguji permainan dan memberikan beberapa saran penting mengenai nilai numerik. Kontribusinya terhadap permainan ini sangat luar biasa.
200029	Sky Mender	Terima kasih pemain [color=#D06508]其实不是我[/color] atas semua bantuan Anda selama pengujian game. Dia melawan takdir dan mengambil murid Yuan Ruoxue yang ditemukan kurang dan melatih mereka hingga habis, membentuk Inti Emas kelas satu, dan menyelesaikan tugas heroik menyelesaikan semua Hukum dengan mahir, memberikan kontribusi luar biasa untuk kemajuan permainan.
200030	Sky Mender	Terima kasih pemain [color=#D06508]一丝不狗[/color] atas semua bantuan Anda selama pengujian game. Dia memberikan sulih suara yang berharga pada game tersebut dan juga memberikan banyak ide berharga tentang cara mengembangkan elemen pertanian, yang semuanya memberikan kontribusi luar biasa terhadap kemajuan game.
200031	Sky Mender	Terima kasih pemain [color=#D06508]lsprotoss[/color] atas semua bantuan Anda selama pengujian game. Ia memberikan banyak dukungan terkait metafisika dan sastra, serta membantu optimalisasi performa game, yang semuanya memberikan kontribusi luar biasa bagi kemajuan game.
200032	Sky Mender	Terima kasih pemain [color=#D06508]风之海[/color] atas semua bantuan Anda selama pengujian game. Dia memberikan banyak bantuan dalam menyesuaikan nilai numerik sejak awal, yang memberikan kontribusi luar biasa terhadap kemajuan permainan.
200033	Sky Mender	Terima kasih pemain [color=#D06508]lsprotoss[/color] atas semua bantuan Anda selama pengujian game. Dia memberi permainan ini prospek baru berkat penelitiannya terhadap Hukum sekte jahat, yang memberikan kontribusi luar biasa terhadap kemajuan permainan.
200034	Artis yang Mematikan	Setelah beranjak dewasa, [NAME] menjadi seniman terkenal yang karyanya menghasilkan banyak sekali pelanggan. Namun, sering kali ada orang yang mengajukan tuntutan konyol, sehingga membuat [NAME] kesal tanpa henti. \nJadi, [NAME] berlatih bela diri tanpa henti. Jika mereka yang memiliki tuntutan mau mengambil satu mil jika diberi satu inci, orang ini akan mengambil nyawanya saat itu juga.
200035	Penjaga Kura-kura	Setelah beranjak dewasa, [NAME] menjadi penjaga kura-kura. Memelihara kura-kura selama bertahun-tahun membuat kecepatan berjalan [ITS] semakin lambat. Akibatnya, orang lain membenci [ENHIM].
200036	Gadis berdarah panas	[NAME] cerdas sejak kecil dan memiliki ambisi yang luar biasa meskipun terlahir sebagai perempuan dan sangat menyadari fakta ini. Hal ini membuatnya sangat berbeda dari gadis-gadis lain, hal ini juga memberinya karisma yang unik.
200037	Pendekar pedang	Setelah beranjak dewasa, [NAME] mengejar mimpinya dan menjadi pendekar pedang keliling. Kepekaan [NAME] sangat halus dan peka sehingga dia dapat merasakan penderitaan orang lain dan berteman dengan mereka sehingga mereka dapat melupakan penderitaan mereka. Hal ini membuat [ENHIM] menjadi teman baik di seluruh dunia dan memiliki reputasi yang baik.
200038	Keajaiban Phoenix	Terdengar melalui selentingan ketika [NAME] diberitahu bahwa ada seekor burung phoenix berwarna-warni terlihat dengan seratus burung menemaninya. Namun, setelah [NAME] tumbuh dewasa, dia menganggap hal ini sebagai masalah sepele yang tidak layak untuk didiskusikan.\n Namun, [NAME] memang menunjukkan bakat menakjubkan sejak usia muda: Dia sangat cerdas dan hebat dalam belajar. Hal ini membuatnya mengumpulkan banyak sekali ilmu pengetahuan saat masih muda.
200039	Untuk menyeberang	[NAME] dulunya adalah orang biasa di Cathay, tetapi Kitab Perubahan menyebabkan [ENHIM] melintasi dunia ini. Karena pengetahuan dari masa sekarang, maka setelah melintasi dunia ini,[NAME] menunjukkan visi, cara berpikir dan temperamen yang mempesona bagi orang-orang di dunia ini. Setiap orang yang bertemu dengan [ENHIM] berasumsi bahwa orang ini pastilah seorang Abadi karena betapa sempurnanya [NAME].
200040	Gadis Proletar	Kedua orang tua [NAME] adalah anggota proletariat, tentu saja yang ini juga demikian. Tidak ada yang istimewa di Cathay, [NAME] seperti kebanyakan gadis seusianya. Kehidupan dalam kemiskinan mengilhami [ENHIM] dengan semangat yang ulet dan keinginan untuk berjuang yang mengesankan.
200041	Untuk menyeberang	[NAME] dulunya adalah orang biasa di Cathay, tetapi Kitab Perubahan menyebabkan [ENHIM] melintasi dunia ini. Eksistensi keras rakyat jelata dalam masyarakat feodal tampak menggugah [ENHIM]. __NAMA__ memutuskan untuk memanfaatkan pengetahuan [ITS] tentang pertanian modern untuk memperbaiki dunia ini.
200042	Murid Taiyi	Setelah [NAME] tumbuh dewasa, keberuntungan menyatukan kesempatan untuk menjadi murid luar dari Sekte Taiyi. Meski masih belum mampu Mengolah teknik Abadi, namun bertahun-tahun di Sekte membentuk fisik yang kuat.
200043	Pencari nafkah	[NAME] dilahirkan dalam keluarga kaya, namun kemudian terjadi pembalikan nasib dan orang tuanya akhirnya bercerai. Dan makanan rakyat jelata ada di menu saat tumbuh dewasa. Kehidupan seorang pencari nafkah menanamkan pemahaman tentang cara memperlakukan orang lain, namun juga menanamkan kepribadian yang optimis sekaligus eksentrik. Setiap kali matahari terbenam, dia akan melihat ke arah tujuan keluarga itu dan mengingat waktu yang tidak akan pernah bisa dia dapatkan kembali.
200044	Untuk menyeberang	Setelah beranjak dewasa, kondisi keluarga [NAME] perlahan membaik dan ia bahkan diterima di universitas kedokteran. Tapi saat dia menginjak usia dua puluh tahun, dia diculik oleh tiga orang kejam dan dibawa ke dunia ini. Keberadaannya yang sederhana menyebabkan tidak ada seorang pun yang menyadari bahwa dia telah menghilang. \nDi dunia baru ini, dia mencari posisi di klinik medis dan menimbulkan keributan berkat kemampuannya mengandalkan pengetahuan medis modern.
200045	Lahir untuk Menjarah	Seribu tahun yang lalu, ketika nenek moyang Sekte Taiyi naik, dia memperkirakan bencana besar akan menimpa sekte tersebut seribu tahun kemudian. Nenek moyang berusaha keras untuk membuat ramalan dan meninggalkan spanduk sutra. Seribu tahun kemudian, Murid Sekte Taiyi menemukan bayi terlantar yang dinubuatkan dan membawanya kembali ke Sekte. \nSetelah [NAME] datang ke Sekte Taiyi, ditemukan bahwa sekte ini secara alami memiliki kelemahan dan karenanya tidak memiliki cara untuk terlibat dalam Latihan. Selama beberapa dekade, para tetua telah mencoba memikirkan suatu cara, namun sia-sia.
200046	Tidak ada gunanya	Meskipun tubuh yang cacat memotong jalan [NAME] untuk menjadi seorang Abadi, namun yang satu ini tidak menyerah, selama empat puluh tahun upaya tersebut terus dilakukan. Akhirnya hal ini menjadi sebuah lelucon, meskipun [NAME] sudah terbiasa dengan hal ini. \nYang tidak diketahui siapa pun adalah usaha [NAME] tidak sia-sia. Pada hari ketika Sekte dihancurkan, [NAME] akhirnya akan memperbaiki kelemahan [ITS] dan dapat merasakan Qi. Sepertinya ramalan kuno itu menjadi kenyataan.
200047	Dokter Tradisional	[NAME] dilahirkan dalam keluarga yang mempraktikkan Pengobatan Tradisional Tiongkok, meskipun ia tidak bersedia mengibarkan bendera ini karena kecintaannya yang besar pada musik.
200048	Untuk menyeberang	Setelah beranjak dewasa, [NAME] menjadi terobsesi dengan Anime dan Gundam, namun akhirnya mengajar musik untuk mencari nafkah. Pertunjukan bertahun-tahun menumbuhkan apresiasi tingkat tinggi terhadap seni. Merakit model plastik sekian lama juga memberinya ketangkasan yang luar biasa. Suatu malam, [NAME] begadang sambil merekatkan model-model tersebut dan tiba-tiba mati. Ketika [NAME] terbangun, dia menemukan bahwa dia berada di dunia yang aneh. [NAME] mengandalkan kemampuan seni dan kerajinannya untuk mencari nafkah.
200049	Binatang Reinkarnasi	Sebelum [NAME] lahir, ibu [ITS] memimpikan asap hitam dengan binatang aneh di dalamnya. Sewaktu kecil sudah jelas bahwa kekuatan [ITS] tiada tandingannya dan keberanian [ITS] luar biasa.
200050	Pemimpin Relawan	[NAME] tidak puas dengan kehidupan biasa. Setelah cukup umur, ia bergabung dengan pasukan sukarelawan dan akhirnya menjadi pemimpin berkat kemampuannya yang luar biasa. Suatu kali mereka disergap oleh faksi pemberontak dan [NAME] nyaris tidak bisa keluar hidup-hidup.
200051	Intervensi Ilahi	[NAME] lahir dari keluarga yang cukup berkecukupan. [NAME] menunjukkan keberuntungan yang luar biasa sejak usia muda. Dia sepertinya selalu mendapatkan kartu apa pun yang dia butuhkan saat bermain game. Bertahun-tahun bermain membuatnya menjadi botak di usia dini.
200052	Untuk menyeberang	[NAME] menjadi desainer game saat dewasa. Petir menyambar larut malam saat bekerja lembur. Dalam sekejap [NAME] telah melintasi dunia baru. \nMelintasinya berdampak buruk pada kesehatan [NAME], meskipun kejernihan mentalnya meningkat sebagai hasilnya. Di dunia baru ini, [NAME] harus mengandalkan Kecerdasan mereka untuk bertahan hidup.
200053	Sial	Kampung halaman [NAME] dihancurkan oleh perang antara sekte adil dan jahat. __NAMA__ dan orang tua [ITS] terpaksa keluar kota karena perang. \nUntuk menghindari kenyataan kejam, ayah [NAME] tenggelam dalam perjudian, dan bahkan menjual [NAME] ke tempat perjudian.
200054	Miskin	Di tangan pemilik tempat perjudian, [NAME] dijual kembali beberapa kali hingga berakhir di tangan Sekte Jahat yang menggunakan [ENHIM] sebagai subjek eksperimen. Salah satu eksperimennya menjadi bumerang dan [NAME] akhirnya dilempar ke kuburan massal. \n[NAME] sangat beruntung, karena orang ini akhirnya buta pada salah satu matanya, namun lolos dengan nyawa [ITS]. Terlebih lagi, beberapa perubahan aneh telah terjadi di tubuh [ITS] akibat percobaan tersebut.
200055	Mimpi Abadi	Ada fenomena aneh di langit saat [NAME] lahir. Ketika [NAME] berusia lima tahun, dia bermimpi bahwa seorang Dewa telah mengajarinya sebuah teknik rahasia. Ternyata, [IT] menyadari bahwa dia mempunyai bakat yang luar biasa, dia bisa menciptakan peralatan dan mainan yang rumit.
200056	Empu	Setelah beranjak dewasa, [NAME] menjadi seorang pengrajin ulung yang terkenal dan selalu mengingat mimpinya sejak ia masih muda. Dia tahu bahwa ada dunia baru di luar dunia yang dialami orang normal. Dunia itu pasti memiliki teknik Artifact Crafting yang sebenarnya. Itulah yang dia dambakan.
200057	Luar angkasa	Walaupun dia bukanlah seorang pendekar yang hebat, tapi dia lebih baik dari seorang pendekar yang hebat, namun bagaimanapun juga tidak ada seorang pun yang tahu sebenarnya dia berasal dari mana, hanya saja dia telah pergi ke banyak tempat, bertemu banyak orang, dan mengembalikan banyak hal ke dalam Hukum yang lurus. Sepertinya dia juga telah menyelesaikan banyak masalah dan beberapa orang sepertinya mengingat fakta bahwa dia menggunakan beberapa gerakan seperti batu, kertas, gunting. Dia mengalami perubahan tak terduga dan mengalahkan banyak musuh. Hari ini, dia telah datang ke dunia yang benar-benar baru. Apa yang menunggunya...?
